Key,Type,Desc,Plural,Group,Descriptions,English [en-US],French [fr-FR],German [de-DE],Russian,Portuguese (Brazil),Chinese [zh-CN]
Malicka_Artifact_ScourgeMagnet_Lore_Key,Text,,,,,"So what if there was a clan that liked the things that everyone else hates? And what if they could have ALL those things, ALL the time? How much more fun would that be?","So what if there was a clan that liked the things that everyone else hates? And what if they could have ALL those things, ALL the time? How much more fun would that be?","So what if there was a clan that liked the things that everyone else hates? And what if they could have ALL those things, ALL the time? How much more fun would that be?","So what if there was a clan that liked the things that everyone else hates? And what if they could have ALL those things, ALL the time? How much more fun would that be?","So what if there was a clan that liked the things that everyone else hates? And what if they could have ALL those things, ALL the time? How much more fun would that be?","So what if there was a clan that liked the things that everyone else hates? And what if they could have ALL those things, ALL the time? How much more fun would that be?"
CardTraitMagneticState_TooltipText_Verbose,Text,,,,,"If available, this card will always return to your hand. This does not count towards your cards drawn per turn.","If available, this card will always return to your hand. This does not count towards your cards drawn per turn.","If available, this card will always return to your hand. This does not count towards your cards drawn per turn.","If available, this card will always return to your hand. This does not count towards your cards drawn per turn.","If available, this card will always return to your hand. This does not count towards your cards drawn per turn.","If available, this card will always return to your hand. This does not count towards your cards drawn per turn."
,,,,,,,,,,,
,,,,,,,,,,,
Beyonder_Mutator_FirstLaugh_Name_Key,Text,,,,,"First Laugh","First Laugh","First Laugh","First Laugh","First Laugh","First Laugh"
Beyonder_Mutator_FirstLaugh_Description_Key,Text,,,,,"The Pyre takes no damage in the first [effect0.power] combats.","The Pyre takes no damage in the first [effect0.power] combats.","The Pyre takes no damage in the first [effect0.power] combats.","The Pyre takes no damage in the first [effect0.power] combats.","The Pyre takes no damage in the first [effect0.power] combats.","The Pyre takes no damage in the first [effect0.power] combats."
Beyonder_Mutator_FirstLaugh_Activated_Key,Text,,,,,"Mua Ha-ha-ha-ha!","Mua Ha-ha-ha-ha!","Mua Ha-ha-ha-ha!","Mua Ha-ha-ha-ha!","Mua Ha-ha-ha-ha!","Mua Ha-ha-ha-ha!"
Beyonder_Mutator_FirstLaugh_Lore_Key,Text,,,,,"I know my sanity is slipping away, and I fear for what I may become, but that won't stop me from laughing about it. The best part about being insane is that there's simply no reason to care.","I know my sanity is slipping away, and I fear for what I may become, but that won't stop me from laughing about it. The best part about being insane is that there's simply no reason to care.","I know my sanity is slipping away, and I fear for what I may become, but that won't stop me from laughing about it. The best part about being insane is that there's simply no reason to care.","I know my sanity is slipping away, and I fear for what I may become, but that won't stop me from laughing about it. The best part about being insane is that there's simply no reason to care.","I know my sanity is slipping away, and I fear for what I may become, but that won't stop me from laughing about it. The best part about being insane is that there's simply no reason to care.","I know my sanity is slipping away, and I fear for what I may become, but that won't stop me from laughing about it. The best part about being insane is that there's simply no reason to care."
,,,,,,,,,,,
,,,,,,,,,,,
ScalingByAnxietyKey,Text,,,,,"Scaling By Anxiety","Scaling By Anxiety","Scaling By Anxiety","Scaling By Anxiety","Scaling By Anxiety","Scaling By Anxiety"
ScalingByHysteriaKey,Text,,,,,"Scaling By Hysteria","Scaling By Hysteria","Scaling By Hysteria","Scaling By Hysteria","Scaling By Hysteria","Scaling By Hysteria"
,,,,,,,,,,,
,,,,,,,,,,,
Beyonder_Enhancer_Riftstone_Name_Key,Text,,,,,"Riftstone","Riftstone","Riftstone","Riftstone","Riftstone","Riftstone"
Beyonder_Enhancer_Riftstone_Description_Key,Text,,,,,"Upgrade a unit with <b>Stalker</b>.","Upgrade a unit with <b>Stalker</b>.","Upgrade a unit with <b>Stalker</b>.","Upgrade a unit with <b>Stalker</b>.","Upgrade a unit with <b>Stalker</b>.","Upgrade a unit with <b>Stalker</b>."
Beyonder_Enhancer_Riftstone_Lore_Key,Text,,,,,"The veil has worn so thin that rifts have torn in the fabric of reality itself. Beware, for once you become aware of the horrors that lie in wait, you will find them everywhere. There is no escape.","The veil has worn so thin that rifts have torn in the fabric of reality itself. Beware, for once you become aware of the horrors that lie in wait, you will find them everywhere. There is no escape.","The veil has worn so thin that rifts have torn in the fabric of reality itself. Beware, for once you become aware of the horrors that lie in wait, you will find them everywhere. There is no escape.","The veil has worn so thin that rifts have torn in the fabric of reality itself. Beware, for once you become aware of the horrors that lie in wait, you will find them everywhere. There is no escape.","The veil has worn so thin that rifts have torn in the fabric of reality itself. Beware, for once you become aware of the horrors that lie in wait, you will find them everywhere. There is no escape.","The veil has worn so thin that rifts have torn in the fabric of reality itself. Beware, for once you become aware of the horrors that lie in wait, you will find them everywhere. There is no escape."
Beyonder_Enhancer_Veilstone_Name_Key,Text,,,,,"Veilstone","Veilstone","Veilstone","Veilstone","Veilstone","Veilstone"
Beyonder_Enhancer_Veilstone_Description_Key,Text,,,,,"Upgrade a spell with +10 [magicpower]. Applies <b>Afflictive</b> and removes <b>Compulsive</b>.","Upgrade a spell with +10 [magicpower]. Applies <b>Afflictive</b> and removes <b>Compulsive</b>.","Upgrade a spell with +10 [magicpower]. Applies <b>Afflictive</b> and removes <b>Compulsive</b>.","Upgrade a spell with +10 [magicpower]. Applies <b>Afflictive</b> and removes <b>Compulsive</b>.","Upgrade a spell with +10 [magicpower]. Applies <b>Afflictive</b> and removes <b>Compulsive</b>.","Upgrade a spell with +10 [magicpower]. Applies <b>Afflictive</b> and removes <b>Compulsive</b>."
Beyonder_Enhancer_Veilstone_Lore_Key,Text,,,,,"The veil is a bubble that surrounds our reality. It's a shield crafted by the divinities to protect us from the unrelenting entropy of the void beyond. For me to hold a broken, crumbling piece of the veil in my hand is... quite concerning...","The veil is a bubble that surrounds our reality. It's a shield crafted by the divinities to protect us from the unrelenting entropy of the void beyond. For me to hold a broken, crumbling piece of the veil in my hand is... quite concerning...","The veil is a bubble that surrounds our reality. It's a shield crafted by the divinities to protect us from the unrelenting entropy of the void beyond. For me to hold a broken, crumbling piece of the veil in my hand is... quite concerning...","The veil is a bubble that surrounds our reality. It's a shield crafted by the divinities to protect us from the unrelenting entropy of the void beyond. For me to hold a broken, crumbling piece of the veil in my hand is... quite concerning...","The veil is a bubble that surrounds our reality. It's a shield crafted by the divinities to protect us from the unrelenting entropy of the void beyond. For me to hold a broken, crumbling piece of the veil in my hand is... quite concerning...","The veil is a bubble that surrounds our reality. It's a shield crafted by the divinities to protect us from the unrelenting entropy of the void beyond. For me to hold a broken, crumbling piece of the veil in my hand is... quite concerning..."
